0.000000000000000000e+00,0.000000000000000000e+00
2.083333333333333218e-02,1.796454018468640788e+04
4.166666666666666435e-02,1.539886800167253023e+04
6.250000000000000000e-02,1.473361603025976729e+04
8.333333333333332871e-02,1.607899181184984263e+04
1.041666666666666574e-01,1.582515349984565182e+04
1.250000000000000000e-01,1.377984508365399233e+04
1.458333333333333148e-01,1.381458326937594029e+04
1.666666666666666574e-01,1.550053220191147921e+04
1.875000000000000000e-01,1.527986892284843634e+04
2.083333333333333148e-01,1.359788251768214832e+04
2.291666666666666574e-01,1.342075645313558198e+04
2.500000000000000000e-01,1.528361125827526484e+04
2.708333333333333148e-01,1.555443418214306803e+04
2.916666666666666297e-01,1.354992840404448725e+04
3.125000000000000000e-01,1.310536059299814224e+04
3.333333333333333148e-01,1.526520481897827267e+04
3.541666666666666297e-01,1.564084798784607483e+04
3.750000000000000000e-01,1.354779377711541383e+04
3.958333333333333148e-01,1.275088982869467145e+04
4.166666666666666297e-01,1.530825220242825526e+04
4.375000000000000000e-01,1.612615073963959003e+04
4.583333333333333148e-01,1.355003231811237492e+04
4.791666666666666297e-01,1.303341052675371975e+04
5.000000000000000000e-01,1.527142822592270750e+04
5.208333333333332593e-01,1.572603249977868472e+04
5.416666666666666297e-01,1.339053639313474559e+04
5.625000000000000000e-01,1.346178746404472258e+04
5.833333333333332593e-01,1.518361549159731658e+04
6.041666666666666297e-01,1.528288601133868724e+04
6.250000000000000000e-01,1.356346531784464605e+04
6.458333333333332593e-01,1.355969012729524184e+04
6.666666666666666297e-01,1.527646725784428418e+04
6.875000000000000000e-01,1.528062530097960553e+04
7.083333333333332593e-01,1.366939715641797011e+04
7.291666666666666297e-01,1.377252641380101704e+04
7.500000000000000000e-01,1.528315731203218820e+04
7.708333333333332593e-01,1.528596184049541262e+04
7.916666666666666297e-01,1.356733372512026108e+04
8.125000000000000000e-01,1.356423028977015201e+04
8.333333333333332593e-01,1.528129583077584903e+04
8.541666666666666297e-01,1.528381209303957439e+04
8.750000000000000000e-01,1.356536615855755372e+04
8.958333333333332593e-01,1.356462520872102687e+04
9.166666666666666297e-01,1.536687587131159307e+04
9.375000000000000000e-01,1.528389649889249267e+04
9.583333333333332593e-01,1.356459858884779533e+04
9.791666666666666297e-01,1.356642732339629583e+04
1.000000000000000000e+00,1.522778748552069374e+04
1.020833333333333259e+00,1.528436532707717197e+04
1.041666666666666519e+00,1.356447697390525354e+04
1.062500000000000000e+00,1.356886335243081339e+04
1.083333333333333259e+00,1.550365311789055704e+04
1.104166666666666519e+00,1.528731625900649669e+04
1.125000000000000000e+00,1.356754527334711020e+04
1.145833333333333259e+00,1.380424251536964948e+04
1.166666666666666519e+00,1.508680018454575838e+04
1.187500000000000000e+00,1.525021379682284532e+04
1.208333333333333259e+00,1.331239655229220443e+04
1.229166666666666519e+00,1.357711302775421063e+04
1.250000000000000000e+00,1.538655833732743122e+04
1.270833333333333259e+00,1.531406260243837096e+04
1.291666666666666519e+00,1.391510656832587847e+04
1.312500000000000000e+00,1.357414295681364456e+04
1.333333333333333259e+00,1.498750336925130250e+04
1.354166666666666519e+00,1.529289951865177864e+04
1.375000000000000000e+00,1.392070112116579912e+04
1.395833333333333259e+00,1.357403865420586226e+04
1.416666666666666519e+00,1.501233476906168653e+04
1.437500000000000000e+00,1.529347964859530475e+04
1.458333333333333259e+00,1.382511498233537350e+04
1.479166666666666519e+00,1.358001035957692147e+04
1.500000000000000000e+00,1.560369753338933879e+04
1.520833333333333259e+00,1.529415669316310596e+04
1.541666666666666519e+00,1.329858430578931802e+04
1.562500000000000000e+00,1.352818678099690806e+04
1.583333333333333259e+00,1.505211639394507802e+04
1.604166666666666519e+00,1.529357941705906705e+04
1.625000000000000000e+00,1.384006096692621941e+04
1.645833333333333259e+00,1.357503894624666646e+04
1.666666666666666519e+00,1.529680088990660443e+04
1.687500000000000000e+00,1.529128889364618590e+04
1.708333333333333259e+00,1.357087978595612367e+04
1.729166666666666519e+00,1.389827842212347605e+04
1.750000000000000000e+00,1.528586873191538689e+04
1.770833333333333259e+00,1.529290010272564541e+04
1.791666666666666519e+00,1.357153733217631452e+04
1.812500000000000000e+00,1.357377377847132448e+04
1.833333333333333259e+00,1.514098062181329806e+04
1.854166666666666519e+00,1.513404803604002518e+04
1.875000000000000000e+00,1.357417742901808379e+04
1.895833333333333259e+00,1.357620977463326199e+04
1.916666666666666519e+00,1.529382796977889302e+04
1.937500000000000000e+00,1.529122859059176335e+04
1.958333333333333259e+00,1.359928718555799423e+04
1.979166666666666519e+00,1.357284204515837700e+04
2.000000000000000000e+00,1.529033855218509780e+04
2.020833333333333037e+00,1.533126506419345969e+04
2.041666666666666519e+00,1.387664879849785211e+04
2.062500000000000000e+00,1.387903747788658075e+04
2.083333333333333037e+00,1.521704396393966090e+04
2.104166666666666519e+00,1.529737544922934831e+04
2.125000000000000000e+00,1.357641997165809153e+04
2.145833333333333037e+00,1.357461228142910841e+04
2.166666666666666519e+00,1.529137401026223597e+04
2.187500000000000000e+00,1.518202472681405925e+04
2.208333333333333037e+00,1.357450804246836196e+04
2.229166666666666519e+00,1.357376938332440841e+04
2.250000000000000000e+00,1.529099635738861252e+04
2.270833333333333037e+00,1.529019774806589339e+04
2.291666666666666519e+00,1.357064812638836884e+04
2.312500000000000000e+00,1.357213939501361165e+04
2.333333333333333037e+00,1.498899754102470251e+04
2.354166666666666519e+00,1.529163426538940985e+04
2.375000000000000000e+00,1.378046212906115397e+04
2.395833333333333037e+00,1.364560252707611289e+04
2.416666666666666519e+00,1.533034173470793394e+04
2.437500000000000000e+00,1.529224578515464600e+04
2.458333333333333037e+00,1.357177675686824296e+04
2.479166666666666519e+00,1.373330478626221520e+04
2.500000000000000000e+00,1.530411108244098068e+04
2.520833333333333037e+00,1.529224499600800482e+04
2.541666666666666519e+00,1.357159464096248848e+04
2.562500000000000000e+00,1.357449266638355766e+04
2.583333333333333037e+00,1.539999363702293340e+04
2.604166666666666519e+00,1.529138384751229387e+04
2.625000000000000000e+00,1.357150703455473558e+04
2.645833333333333037e+00,1.357467467316148395e+04
2.666666666666666519e+00,1.529300934723488899e+04
2.687500000000000000e+00,1.529067771961747712e+04
2.708333333333333037e+00,1.357099988229448354e+04
2.729166666666666519e+00,1.372832749086022159e+04
2.750000000000000000e+00,1.529383286063058404e+04
2.770833333333333037e+00,1.529201583038056560e+04
2.791666666666666519e+00,1.348243164291464200e+04
2.812500000000000000e+00,1.357229369715130451e+04
2.833333333333333037e+00,1.528900615716797620e+04
2.854166666666666519e+00,1.529048278549995666e+04
2.875000000000000000e+00,1.357224595484788733e+04
2.895833333333333037e+00,1.356981165662216881e+04
2.916666666666666519e+00,1.528636943883322238e+04
2.937500000000000000e+00,1.529038215722109089e+04
2.958333333333333037e+00,1.354287194446708600e+04
2.979166666666666519e+00,1.368774274272357434e+04
3.000000000000000000e+00,1.529409191075329727e+04
3.020833333333333037e+00,1.529817196012771819e+04
3.041666666666666519e+00,1.357969638032574949e+04
3.062500000000000000e+00,1.363961853662725844e+04
3.083333333333333037e+00,1.559807642394526192e+04
3.104166666666666519e+00,1.529673224365175702e+04
3.125000000000000000e+00,1.317577006838058151e+04
3.145833333333333037e+00,1.345549226717801139e+04
3.166666666666666519e+00,1.594363808229534334e+04
3.187500000000000000e+00,1.514086818479584326e+04
3.208333333333333037e+00,1.271898886372848574e+04
3.229166666666666519e+00,1.357802319865390018e+04
3.250000000000000000e+00,1.615409045424178112e+04
3.270833333333333037e+00,1.529155550085555296e+04
3.291666666666666519e+00,1.273337256467659245e+04
3.312500000000000000e+00,1.358114647382212570e+04
3.333333333333333037e+00,1.615867855738233629e+04
3.354166666666666519e+00,1.496418441865897330e+04
3.375000000000000000e+00,1.272183598399220864e+04
3.395833333333333037e+00,1.386605706292343893e+04
3.416666666666666519e+00,1.615806685790516349e+04
3.437500000000000000e+00,1.512226078911237346e+04
3.458333333333333037e+00,1.271885521776118549e+04
3.479166666666666519e+00,1.357664095635696867e+04
3.500000000000000000e+00,1.615125022366401754e+04
3.520833333333333037e+00,1.529067348454955572e+04
3.541666666666666519e+00,1.271341701505009405e+04
3.562500000000000000e+00,1.357157659516341664e+04
3.583333333333333037e+00,1.614789758403521773e+04
3.604166666666666519e+00,1.528964657546718081e+04
3.625000000000000000e+00,1.271274484231949828e+04
3.645833333333333037e+00,1.357083310643642108e+04
3.666666666666666519e+00,1.612783792201208416e+04
3.687500000000000000e+00,1.511383790980318736e+04
3.708333333333333037e+00,1.271585920867226378e+04
3.729166666666666519e+00,1.331141573935474662e+04
3.750000000000000000e+00,1.609985604835426057e+04
3.770833333333333037e+00,1.512108807057006197e+04
3.791666666666666519e+00,1.271490255396312568e+04
3.812500000000000000e+00,1.357380221846402856e+04
3.833333333333333037e+00,1.615279593715708324e+04
3.854166666666666519e+00,1.529258127520317066e+04
3.875000000000000000e+00,1.271294040003062401e+04
3.895833333333333037e+00,1.350727150961708685e+04
3.916666666666666519e+00,1.586425950153179656e+04
3.937500000000000000e+00,1.529406799760944341e+04
3.958333333333333037e+00,1.288154129532301522e+04
3.979166666666666519e+00,1.394903591393700844e+04
4.000000000000000000e+00,1.615821668990968101e+04
4.020833333333333037e+00,1.519499214824437149e+04
4.041666666666666075e+00,1.271797390492182603e+04
4.062500000000000000e+00,1.357618345020261040e+04
4.083333333333333037e+00,1.615169514767344299e+04
4.104166666666666075e+00,1.529068365268577327e+04
4.125000000000000000e+00,1.271278661445163016e+04
4.145833333333333037e+00,1.354296895351413332e+04
4.166666666666666075e+00,1.577782762483189072e+04
4.187500000000000000e+00,1.529210095288352022e+04
4.208333333333333037e+00,1.306835325021073368e+04
4.229166666666666075e+00,1.357546162723843372e+04
4.250000000000000000e+00,1.553662885576051121e+04
4.270833333333333037e+00,1.529305584238282972e+04
4.291666666666666075e+00,1.357363458196541615e+04
4.312500000000000000e+00,1.356603507086593891e+04
4.333333333333333037e+00,1.529023450077867165e+04
4.354166666666666075e+00,1.528882608832158439e+04
4.375000000000000000e+00,1.328576307332776923e+04
4.395833333333333037e+00,1.395765651200779394e+04
4.416666666666666075e+00,1.529328997197458011e+04
4.437500000000000000e+00,1.499786956927446590e+04
4.458333333333333037e+00,1.357702859858908414e+04
4.479166666666666075e+00,1.396927052047777033e+04
4.500000000000000000e+00,1.529385551926522749e+04
4.520833333333333037e+00,1.495579968821307921e+04
4.541666666666666075e+00,1.357633384854488031e+04
4.562500000000000000e+00,1.412574424552606069e+04
4.583333333333333037e+00,1.529337590659058696e+04
4.604166666666666075e+00,1.443262253713748214e+04
4.625000000000000000e+00,1.387840715101171372e+04
4.645833333333333037e+00,1.443373100484799579e+04
4.666666666666666075e+00,1.529114862150411500e+04
4.687500000000000000e+00,1.443157560285385989e+04
4.708333333333333037e+00,1.357277115387498998e+04
4.729166666666666075e+00,1.454678338764852015e+04
4.750000000000000000e+00,1.529249026243473418e+04
4.770833333333333037e+00,1.443142681681053364e+04
4.791666666666666075e+00,1.357280235398948207e+04
4.812500000000000000e+00,1.437314713801065955e+04
4.833333333333333037e+00,1.529127881252603402e+04
4.854166666666666075e+00,1.443078402023375384e+04
4.875000000000000000e+00,1.357314107334824803e+04
4.895833333333333037e+00,1.443286036691514528e+04
4.916666666666666075e+00,1.528977882658694216e+04
4.937500000000000000e+00,1.479892384661413962e+04
4.958333333333333037e+00,1.357568099169484412e+04
4.979166666666666075e+00,1.442950648165247549e+04
5.000000000000000000e+00,1.529044046312015780e+04
5.020833333333333037e+00,1.443126545086280021e+04
5.041666666666666075e+00,1.357375987731014175e+04
5.062500000000000000e+00,1.439540733778673166e+04
5.083333333333333037e+00,1.528982299498809880e+04
5.104166666666666075e+00,1.440356815789814573e+04
5.125000000000000000e+00,1.357389134107982682e+04
5.145833333333333037e+00,1.443227174325249871e+04
5.166666666666666075e+00,1.528871784093644601e+04
5.187500000000000000e+00,1.456797480563728459e+04
5.208333333333333037e+00,1.364654717182788954e+04
5.229166666666666075e+00,1.443402435573559706e+04
5.250000000000000000e+00,1.529055085725233585e+04
5.270833333333333037e+00,1.443217423774851341e+04
5.291666666666666075e+00,1.357430535973023507e+04
5.312500000000000000e+00,1.443163992739722016e+04
5.333333333333333037e+00,1.528863274036921575e+04
5.354166666666666075e+00,1.443056381910198979e+04
5.375000000000000000e+00,1.390770858576949831e+04
5.395833333333333037e+00,1.443296803480820745e+04
5.416666666666666075e+00,1.509025599095150756e+04
5.437500000000000000e+00,1.443457889351439007e+04
5.458333333333333037e+00,1.357455979909817324e+04
5.479166666666666075e+00,1.443129256258115856e+04
5.500000000000000000e+00,1.528927511015460186e+04
5.520833333333333037e+00,1.457221601942553025e+04
5.541666666666666075e+00,1.374062019020662774e+04
5.562500000000000000e+00,1.443112290972114715e+04
5.583333333333333037e+00,1.529097400134074269e+04
5.604166666666666075e+00,1.469682022772188793e+04
5.625000000000000000e+00,1.357473147201066968e+04
5.645833333333333037e+00,1.433904465678814086e+04
5.666666666666666075e+00,1.529491351848199702e+04
5.687500000000000000e+00,1.443506568660812263e+04
5.708333333333333037e+00,1.357400822662295832e+04
5.729166666666666075e+00,1.442933865688967489e+04
5.750000000000000000e+00,1.529342321909818202e+04
5.770833333333333037e+00,1.443271419831900857e+04
5.791666666666666075e+00,1.349653066418119488e+04
5.812500000000000000e+00,1.415426139160545063e+04
5.833333333333333037e+00,1.529616914681007620e+04
